visitor_id,visit_date,variant,clicked,converted,revenue,device,traffic_source
VIS-038561,2026-01-01,Old Landing Page,0,0,0.0,Tablet,Paid Search
VIS-031620,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Social
VIS-020520,2026-01-01,New Landing Page,0,0,0.0,Mobile,Organic
VIS-004458,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Social
VIS-031625,2026-01-01,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-031630,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Social
VIS-001296,2026-01-01,New Landing Page,0,0,0.0,Mobile,Organic
VIS-020558,2026-01-01,Old Landing Page,0,0,0.0,Tablet,Email
VIS-006594,2026-01-01,New Landing Page,0,0,0.0,Tablet,Paid Search
VIS-004482,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-040260,2026-01-01,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-007932,2026-01-01,New Landing Page,0,0,0.0,Tablet,Organic
VIS-015102,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Social
VIS-020484,2026-01-01,New Landing Page,1,0,0.0,Mobile,Social
VIS-048159,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Email
VIS-001335,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-006609,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Social
VIS-040289,2026-01-01,Old Landing Page,1,1,24.55,Mobile,Paid Search
VIS-025658,2026-01-01,Old Landing Page,1,1,47.38,Mobile,Paid Search
VIS-025655,2026-01-01,New Landing Page,0,0,0.0,Desktop,Organic
VIS-020381,2026-01-01,New Landing Page,0,0,0.0,Mobile,Social
VIS-015335,2026-01-01,New Landing Page,0,0,0.0,Mobile,Social
VIS-048356,2026-01-01,New Landing Page,0,0,0.0,Mobile,Social
VIS-025632,2026-01-01,Old Landing Page,0,0,0.0,Tablet,Social
VIS-035913,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-025623,2026-01-01,Old Landing Page,0,0,0.0,Tablet,Email
VIS-020408,2026-01-01,New Landing Page,0,0,0.0,Tablet,Paid Search
VIS-044594,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Email
VIS-044593,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-011603,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-025616,2026-01-01,New Landing Page,1,1,125.64,Mobile,Organic
VIS-015307,2026-01-01,New Landing Page,0,0,0.0,Mobile,Social
VIS-004409,2026-01-01,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-044560,2026-01-01,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-004414,2026-01-01,New Landing Page,0,0,0.0,Desktop,Email
VIS-048383,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-035895,2026-01-01,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-009410,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-031577,2026-01-01,New Landing Page,1,1,81.91,Mobile,Social
VIS-015094,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-031109,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-031079,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-030648,2026-01-01,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-030653,2026-01-01,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-011305,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Email
VIS-026243,2026-01-01,New Landing Page,0,0,0.0,Mobile,Social
VIS-038282,2026-01-01,Old Landing Page,0,0,0.0,Tablet,Organic
VIS-030701,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-036263,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-015990,2026-01-01,Old Landing Page,1,1,24.24,Mobile,Paid Search
VIS-030724,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Email
VIS-038269,2026-01-01,Old Landing Page,1,1,87.55,Mobile,Social
VIS-004018,2026-01-01,New Landing Page,0,0,0.0,Desktop,Organic
VIS-015951,2026-01-01,Old Landing Page,1,0,0.0,Mobile,Organic
VIS-047967,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Email
VIS-030759,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-015938,2026-01-01,New Landing Page,0,0,0.0,Tablet,Social
VIS-030768,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-045004,2026-01-01,New Landing Page,0,0,0.0,Mobile,Email
VIS-007781,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-045003,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Social
VIS-011351,2026-01-01,New Landing Page,0,0,0.0,Desktop,Social
VIS-041678,2026-01-01,New Landing Page,0,0,0.0,Mobile,Organic
VIS-026245,2026-01-01,New Landing Page,1,0,0.0,Desktop,Social
VIS-030639,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-019848,2026-01-01,New Landing Page,0,0,0.0,Desktop,Organic
VIS-030556,2026-01-01,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-030559,2026-01-01,New Landing Page,1,0,0.0,Mobile,Paid Search
VIS-047881,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Social
VIS-026341,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Social
VIS-045159,2026-01-01,New Landing Page,1,1,64.45,Desktop,Organic
VIS-019778,2026-01-01,New Landing Page,1,0,0.0,Tablet,Social
VIS-030581,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Social
VIS-026325,2026-01-01,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-011281,2026-01-01,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-045141,2026-01-01,New Landing Page,1,0,0.0,Desktop,Organic
VIS-003952,2026-01-01,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-040455,2026-01-01,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-003956,2026-01-01,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-019810,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Email
VIS-016077,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-011300,2026-01-01,New Landing Page,0,0,0.0,Mobile,Email
VIS-019825,2026-01-01,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-026278,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Email
VIS-016073,2026-01-01,New Landing Page,0,0,0.0,Tablet,Paid Search
VIS-030629,2026-01-01,Old Landing Page,1,1,95.84,Mobile,Paid Search
VIS-030632,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-009628,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Social
VIS-015882,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-015881,2026-01-01,New Landing Page,1,0,0.0,Mobile,Organic
VIS-026150,2026-01-01,New Landing Page,0,0,0.0,Desktop,Organic
VIS-020067,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-030981,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Social
VIS-001581,2026-01-01,Old Landing Page,0,0,0.0,Tablet,Organic
VIS-015769,2026-01-01,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-038348,2026-01-01,New Landing Page,0,0,0.0,Tablet,Social
VIS-044903,2026-01-01,New Landing Page,0,0,0.0,Mobile,Organic
VIS-036106,2026-01-01,Old Landing Page,1,0,0.0,Mobile,Organic
VIS-015748,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Email
VIS-011427,2026-01-01,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-015740,2026-01-01,New Landing Page,0,0,0.0,Desktop,Email
VIS-031021,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-031033,2026-01-01,New Landing Page,0,0,0.0,Desktop,Email
VIS-038368,2026-01-01,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-009553,2026-01-01,New Landing Page,0,0,0.0,Mobile,Email
VIS-007827,2026-01-01,Old Landing Page,0,0,0.0,Tablet,Paid Search
VIS-020129,2026-01-01,Old Landing Page,1,1,57.98,Mobile,Organic
VIS-025912,2026-01-01,Old Landing Page,0,0,0.0,Tablet,Organic
VIS-025909,2026-01-01,New Landing Page,0,0,0.0,Desktop,Social
VIS-036077,2026-01-01,New Landing Page,0,0,0.0,Desktop,Email
VIS-020136,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-011470,2026-01-01,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-011406,2026-01-01,New Landing Page,1,0,0.0,Mobile,Email
VIS-031099,2026-01-01,New Landing Page,0,0,0.0,Mobile,Organic
VIS-038334,2026-01-01,New Landing Page,0,0,0.0,Desktop,Organic
VIS-030961,2026-01-01,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-001638,2026-01-01,New Landing Page,0,0,0.0,Tablet,Organic
VIS-009618,2026-01-01,New Landing Page,0,0,0.0,Mobile,Organic
VIS-026140,2026-01-01,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-030862,2026-01-01,Old Landing Page,0,0,0.0,Tablet,Organic
VIS-009615,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Social
VIS-026119,2026-01-01,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-015863,2026-01-01,New Landing Page,0,0,0.0,Mobile,Organic
VIS-015862,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Social
VIS-036164,2026-01-01,Old Landing Page,1,1,37.47,Tablet,Social
VIS-001622,2026-01-01,New Landing Page,0,0,0.0,Desktop,Organic
VIS-019997,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-004087,2026-01-01,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-044962,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-026109,2026-01-01,New Landing Page,1,1,52.21,Desktop,Organic
VIS-030894,2026-01-01,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-036153,2026-01-01,New Landing Page,0,0,0.0,Desktop,Email
VIS-026044,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-030945,2026-01-01,New Landing Page,0,0,0.0,Desktop,Social
VIS-038333,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-020044,2026-01-01,New Landing Page,0,0,0.0,Mobile,Email
VIS-026035,2026-01-01,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-022796,2026-01-01,New Landing Page,0,0,0.0,Mobile,Social
VIS-035861,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-025351,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-025349,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-032377,2026-01-01,New Landing Page,0,0,0.0,Desktop,Email
VIS-008061,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-004831,2026-01-01,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-038796,2026-01-01,New Landing Page,0,0,0.0,Desktop,Organic
VIS-044018,2026-01-01,Old Landing Page,0,0,0.0,Tablet,Email
VIS-021118,2026-01-01,New Landing Page,0,0,0.0,Mobile,Organic
VIS-038805,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-011926,2026-01-01,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-035509,2026-01-01,Old Landing Page,1,1,66.06,Desktop,Paid Search
VIS-035552,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Email
VIS-000947,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-048867,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-006417,2026-01-01,New Landing Page,0,0,0.0,Mobile,Social
VIS-032430,2026-01-01,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-021146,2026-01-01,New Landing Page,0,0,0.0,Mobile,Organic
VIS-009135,2026-01-01,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-004859,2026-01-01,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-000932,2026-01-01,New Landing Page,0,0,0.0,Mobile,Organic
VIS-021162,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-032499,2026-01-01,New Landing Page,0,0,0.0,Mobile,Social
VIS-021133,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-042129,2026-01-01,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-024850,2026-01-01,New Landing Page,0,0,0.0,Mobile,Email
VIS-048827,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-001027,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Email
VIS-038734,2026-01-01,New Landing Page,1,0,0.0,Desktop,Organic
VIS-035663,2026-01-01,New Landing Page,0,0,0.0,Desktop,Social
VIS-014673,2026-01-01,New Landing Page,0,0,0.0,Mobile,Social
VIS-040164,2026-01-01,New Landing Page,0,0,0.0,Desktop,Email
VIS-001018,2026-01-01,New Landing Page,0,0,0.0,Desktop,Organic
VIS-035588,2026-01-01,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-014619,2026-01-01,New Landing Page,0,0,0.0,Mobile,Organic
VIS-032278,2026-01-01,New Landing Page,0,0,0.0,Mobile,Social
VIS-024910,2026-01-01,New Landing Page,0,0,0.0,Mobile,Social
VIS-044080,2026-01-01,New Landing Page,1,1,45.76,Mobile,Organic
VIS-014592,2026-01-01,New Landing Page,0,0,0.0,Tablet,Paid Search
VIS-044071,2026-01-01,New Landing Page,0,0,0.0,Desktop,Email
VIS-024893,2026-01-01,Old Landing Page,0,0,0.0,Tablet,Social
VIS-004796,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-032327,2026-01-01,Old Landing Page,1,1,130.26,Mobile,Paid Search
VIS-014580,2026-01-01,New Landing Page,0,0,0.0,Tablet,Paid Search
VIS-032339,2026-01-01,New Landing Page,0,0,0.0,Tablet,Organic
VIS-048819,2026-01-01,New Landing Page,0,0,0.0,Desktop,Email
VIS-024865,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-032351,2026-01-01,New Landing Page,0,0,0.0,Mobile,Email
VIS-004884,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-014431,2026-01-01,New Landing Page,0,0,0.0,Desktop,Social
VIS-032519,2026-01-01,Old Landing Page,0,0,0.0,Tablet,Social
VIS-032525,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Social
VIS-043841,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Email
VIS-035351,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Email
VIS-004963,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-008132,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-004974,2026-01-01,New Landing Page,0,0,0.0,Tablet,Social
VIS-024465,2026-01-01,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-032670,2026-01-01,New Landing Page,0,0,0.0,Mobile,Organic
VIS-035313,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-008139,2026-01-01,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-014281,2026-01-01,New Landing Page,0,0,0.0,Desktop,Email
VIS-021357,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Email
VIS-024441,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-024428,2026-01-01,New Landing Page,0,0,0.0,Desktop,Email
VIS-032692,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Email
VIS-021373,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-043808,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-012049,2026-01-01,Old Landing Page,1,1,124.71,Desktop,Paid Search
VIS-014268,2026-01-01,New Landing Page,0,0,0.0,Mobile,Organic
VIS-021388,2026-01-01,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-008146,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-014262,2026-01-01,New Landing Page,0,0,0.0,Mobile,Organic
VIS-040027,2026-01-01,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-024939,2026-01-01,New Landing Page,0,0,0.0,Mobile,Organic
VIS-032635,2026-01-01,Old Landing Page,0,0,0.0,Tablet,Paid Search
VIS-040035,2026-01-01,Old Landing Page,1,0,0.0,Mobile,Paid Search
VIS-024617,2026-01-01,New Landing Page,0,0,0.0,Desktop,Organic
VIS-004892,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-021229,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-000902,2026-01-01,Old Landing Page,1,1,81.84,Mobile,Paid Search
VIS-011976,2026-01-01,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-004899,2026-01-01,New Landing Page,0,0,0.0,Mobile,Social
VIS-035391,2026-01-01,New Landing Page,0,0,0.0,Desktop,Organic
VIS-042196,2026-01-01,Old Landing Page,0,0,0.0,Tablet,Organic
VIS-038870,2026-01-01,Old Landing Page,0,0,0.0,Tablet,Organic
VIS-000889,2026-01-01,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-038871,2026-01-01,New Landing Page,0,0,0.0,Desktop,Organic
VIS-004911,2026-01-01,New Landing Page,1,0,0.0,Desktop,Paid Search
VIS-038885,2026-01-01,New Landing Page,1,0,0.0,Mobile,Paid Search
VIS-040064,2026-01-01,New Landing Page,0,0,0.0,Mobile,Social
VIS-035374,2026-01-01,New Landing Page,0,0,0.0,Mobile,Organic
VIS-000861,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Social
VIS-040047,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-043854,2026-01-01,Old Landing Page,1,1,63.26,Desktop,Organic
VIS-014337,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-043847,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-021300,2026-01-01,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-004954,2026-01-01,New Landing Page,0,0,0.0,Desktop,Email
VIS-001030,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-032186,2026-01-01,New Landing Page,0,0,0.0,Mobile,Email
VIS-008030,2026-01-01,New Landing Page,0,0,0.0,Mobile,Organic
VIS-020689,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Social
VIS-001205,2026-01-01,Old Landing Page,1,0,0.0,Tablet,Organic
VIS-025268,2026-01-01,New Landing Page,1,1,82.58,Desktop,Paid Search
VIS-038626,2026-01-01,Old Landing Page,1,1,249.76,Tablet,Email
VIS-025264,2026-01-01,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-004581,2026-01-01,New Landing Page,0,0,0.0,Tablet,Email
VIS-035763,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-020704,2026-01-01,Old Landing Page,1,1,103.54,Desktop,Paid Search
VIS-031910,2026-01-01,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-025240,2026-01-01,New Landing Page,1,1,25.38,Mobile,Social
VIS-025239,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-014934,2026-01-01,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-020734,2026-01-01,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-048624,2026-01-01,New Landing Page,0,0,0.0,Desktop,Organic
VIS-031956,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-020756,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-031967,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-020761,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-035737,2026-01-01,New Landing Page,0,0,0.0,Tablet,Paid Search
VIS-009300,2026-01-01,New Landing Page,0,0,0.0,Mobile,Social
VIS-031970,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-020684,2026-01-01,Old Landing Page,1,1,69.75,Desktop,Paid Search
VIS-020793,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Email
VIS-020682,2026-01-01,Old Landing Page,0,0,0.0,Tablet,Social
VIS-015001,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-025347,2026-01-01,New Landing Page,0,0,0.0,Desktop,Social
VIS-011645,2026-01-01,New Landing Page,0,0,0.0,Mobile,Email
VIS-048508,2026-01-01,Old Landing Page,1,1,150.91,Mobile,Paid Search
VIS-031753,2026-01-01,New Landing Page,0,0,0.0,Mobile,Social
VIS-048517,2026-01-01,New Landing Page,0,0,0.0,Tablet,Organic
VIS-025331,2026-01-01,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-044405,2026-01-01,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-025328,2026-01-01,New Landing Page,0,0,0.0,Desktop,Social
VIS-048534,2026-01-01,New Landing Page,0,0,0.0,Desktop,Organic
VIS-020632,2026-01-01,New Landing Page,1,0,0.0,Desktop,Paid Search
VIS-040248,2026-01-01,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-035809,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Email
VIS-044390,2026-01-01,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-009353,2026-01-01,New Landing Page,0,0,0.0,Tablet,Organic
VIS-004543,2026-01-01,New Landing Page,0,0,0.0,Desktop,Email
VIS-001232,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Social
VIS-044376,2026-01-01,New Landing Page,1,0,0.0,Desktop,Organic
VIS-025295,2026-01-01,New Landing Page,0,0,0.0,Desktop,Organic
VIS-031804,2026-01-01,New Landing Page,0,0,0.0,Mobile,Social
VIS-015008,2026-01-01,New Landing Page,0,0,0.0,Desktop,Email
VIS-001224,2026-01-01,New Landing Page,0,0,0.0,Mobile,Organic
VIS-040238,2026-01-01,New Landing Page,0,0,0.0,Mobile,Organic
VIS-030548,2026-01-01,New Landing Page,0,0,0.0,Mobile,Social
VIS-032006,2026-01-01,New Landing Page,0,0,0.0,Desktop,Organic
VIS-007974,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-032145,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-009247,2026-01-01,Old Landing Page,1,1,74.63,Desktop,Paid Search
VIS-032147,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-032150,2026-01-01,New Landing Page,0,0,0.0,Mobile,Social
VIS-025008,2026-01-01,New Landing Page,0,0,0.0,Mobile,Social
VIS-032152,2026-01-01,New Landing Page,0,0,0.0,Desktop,Organic
VIS-011800,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-032165,2026-01-01,New Landing Page,1,0,0.0,Tablet,Organic
VIS-020949,2026-01-01,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-024997,2026-01-01,New Landing Page,0,0,0.0,Desktop,Organic
VIS-011815,2026-01-01,Old Landing Page,0,0,0.0,Desktop,Organic
